Date,prevp1,prevo1,prevh1,prevl1,prevv1,prevp2,prevo2,prevh2,prevl2,prevv2,prevp3,prevo3,prevh3,prevl3,prevv3,prevp4,prevo4,prevh4,prevl4,prevv4,prevp5,prevo5,prevh5,prevl5,prevv5,
17-Jun-21,2371.62,2367.78,2459.11,2309.08,1060000.0,2367.28,2544.35,2552.12,2353.24,1370000.0,2543.83,2581.42,2637.9,2512.39,1950000.0,2581.48,2508.49,2606.91,2467.61,1790000.0,2508.27,2368.68,2547.9,2311.96,1620000.0,
16-Jun-21,2367.28,2544.35,2552.12,2353.24,1370000.0,2543.83,2581.42,2637.9,2512.39,1950000.0,2581.48,2508.49,2606.91,2467.61,1790000.0,2508.27,2368.68,2547.9,2311.96,1620000.0,2368.47,2351.45,2448.04,2260.8,1800000.0,
15-Jun-21,2543.83,2581.42,2637.9,2512.39,1950000.0,2581.48,2508.49,2606.91,2467.61,1790000.0,2508.27,2368.68,2547.9,2311.96,1620000.0,2368.47,2351.45,2448.04,2260.8,1800000.0,2351.45,2470.04,2493.48,2324.21,587180.0,
14-Jun-21,2581.48,2508.49,2606.91,2467.61,1790000.0,2508.27,2368.68,2547.9,2311.96,1620000.0,2368.47,2351.45,2448.04,2260.8,1800000.0,2351.45,2470.04,2493.48,2324.21,587180.0,2469.97,2607.45,2615.46,2432.41,1290000.0,
13-Jun-21,2508.27,2368.68,2547.9,2311.96,1620000.0,2368.47,2351.45,2448.04,2260.8,1800000.0,2351.45,2470.04,2493.48,2324.21,587180.0,2469.97,2607.45,2615.46,2432.41,1290000.0,2606.23,2507.86,2620.74,2408.37,2320000.0,
12-Jun-21,2368.47,2351.45,2448.04,2260.8,1800000.0,2351.45,2470.04,2493.48,2324.21,587180.0,2469.97,2607.45,2615.46,2432.41,1290000.0,2606.23,2507.86,2620.74,2408.37,2320000.0,2510.65,2592.12,2618.7,2320.64,75180.0,
11-Jun-21,2351.45,2470.04,2493.48,2324.21,587180.0,2469.97,2607.45,2615.46,2432.41,1290000.0,2606.23,2507.86,2620.74,2408.37,2320000.0,2510.65,2592.12,2618.7,2320.64,75180.0,2592.63,2713.52,2842.88,2581.24,3010000.0,
10-Jun-21,2469.97,2607.45,2615.46,2432.41,1290000.0,2606.23,2507.86,2620.74,2408.37,2320000.0,2510.65,2592.12,2618.7,2320.64,75180.0,2592.63,2713.52,2842.88,2581.24,3010000.0,2713.66,2628.43,2743.53,2614.48,756360.0,
9-Jun-21,2606.23,2507.86,2620.74,2408.37,2320000.0,2510.65,2592.12,2618.7,2320.64,75180.0,2592.63,2713.52,2842.88,2581.24,3010000.0,2713.66,2628.43,2743.53,2614.48,756360.0,2628.98,2688.75,2814.02,2555.98,2550000.0,
8-Jun-21,2510.65,2592.12,2618.7,2320.64,75180.0,2592.63,2713.52,2842.88,2581.24,3010000.0,2713.66,2628.43,2743.53,2614.48,756360.0,2628.98,2688.75,2814.02,2555.98,2550000.0,2686.5,2856.63,2856.63,2557.71,2470000.0,
7-Jun-21,2592.63,2713.52,2842.88,2581.24,3010000.0,2713.66,2628.43,2743.53,2614.48,756360.0,2628.98,2688.75,2814.02,2555.98,2550000.0,2686.5,2856.63,2856.63,2557.71,2470000.0,2853.35,2705.05,2889.19,2666.39,1090000.0,
6-Jun-21,2713.66,2628.43,2743.53,2614.48,756360.0,2628.98,2688.75,2814.02,2555.98,2550000.0,2686.5,2856.63,2856.63,2557.71,2470000.0,2853.35,2705.05,2889.19,2666.39,1090000.0,2706.1,2633.74,2801.0,2554.88,2600000.0,
5-Jun-21,2628.98,2688.75,2814.02,2555.98,2550000.0,2686.5,2856.63,2856.63,2557.71,2470000.0,2853.35,2705.05,2889.19,2666.39,1090000.0,2706.1,2633.74,2801.0,2554.88,2600000.0,2633.67,2707.94,2738.23,2529.73,2450000.0,
4-Jun-21,2686.5,2856.63,2856.63,2557.71,2470000.0,2853.35,2705.05,2889.19,2666.39,1090000.0,2706.1,2633.74,2801.0,2554.88,2600000.0,2633.67,2707.94,2738.23,2529.73,2450000.0,2708.47,2386.93,2713.98,2279.42,2830000.0,
3-Jun-21,2853.35,2705.05,2889.19,2666.39,1090000.0,2706.1,2633.74,2801.0,2554.88,2600000.0,2633.67,2707.94,2738.23,2529.73,2450000.0,2708.47,2386.93,2713.98,2279.42,2830000.0,2386.1,2276.97,2465.84,2181.93,2800000.0,
2-Jun-21,2706.1,2633.74,2801.0,2554.88,2600000.0,2633.67,2707.94,2738.23,2529.73,2450000.0,2708.47,2386.93,2713.98,2279.42,2830000.0,2386.1,2276.97,2465.84,2181.93,2800000.0,2276.07,2411.68,2567.42,2207.21,2940000.0,
1-Jun-21,2633.67,2707.94,2738.23,2529.73,2450000.0,2708.47,2386.93,2713.98,2279.42,2830000.0,2386.1,2276.97,2465.84,2181.93,2800000.0,2276.07,2411.68,2567.42,2207.21,2940000.0,2414.29,2742.39,2760.17,2332.43,3260000.0,
31-May-21,2708.47,2386.93,2713.98,2279.42,2830000.0,2386.1,2276.97,2465.84,2181.93,2800000.0,2276.07,2411.68,2567.42,2207.21,2940000.0,2414.29,2742.39,2760.17,2332.43,3260000.0,2735.88,2885.02,2885.87,2638.62,2390000.0,
30-May-21,2386.1,2276.97,2465.84,2181.93,2800000.0,2276.07,2411.68,2567.42,2207.21,2940000.0,2414.29,2742.39,2760.17,2332.43,3260000.0,2735.88,2885.02,2885.87,2638.62,2390000.0,2884.66,2705.69,2908.37,2648.1,2660000.0,
29-May-21,2276.07,2411.68,2567.42,2207.21,2940000.0,2414.29,2742.39,2760.17,2332.43,3260000.0,2735.88,2885.02,2885.87,2638.62,2390000.0,2884.66,2705.69,2908.37,2648.1,2660000.0,2705.09,2647.27,2747.49,2388.81,3280000.0,
28-May-21,2414.29,2742.39,2760.17,2332.43,3260000.0,2735.88,2885.02,2885.87,2638.62,2390000.0,2884.66,2705.69,2908.37,2648.1,2660000.0,2705.09,2647.27,2747.49,2388.81,3280000.0,2646.79,2101.3,2667.2,2080.87,3240000.0,
27-May-21,2735.88,2885.02,2885.87,2638.62,2390000.0,2884.66,2705.69,2908.37,2648.1,2660000.0,2705.09,2647.27,2747.49,2388.81,3280000.0,2646.79,2101.3,2667.2,2080.87,3240000.0,2101.34,2292.68,2379.89,1739.91,3520000.0,
26-May-21,2884.66,2705.69,2908.37,2648.1,2660000.0,2705.09,2647.27,2747.49,2388.81,3280000.0,2646.79,2101.3,2667.2,2080.87,3240000.0,2101.34,2292.68,2379.89,1739.91,3520000.0,2291.6,2433.09,2481.06,2162.84,2820000.0,
25-May-21,2705.09,2647.27,2747.49,2388.81,3280000.0,2646.79,2101.3,2667.2,2080.87,3240000.0,2101.34,2292.68,2379.89,1739.91,3520000.0,2291.6,2433.09,2481.06,2162.84,2820000.0,2433.11,2766.88,2931.66,2111.42,4230000.0,
24-May-21,2646.79,2101.3,2667.2,2080.87,3240000.0,2101.34,2292.68,2379.89,1739.91,3520000.0,2291.6,2433.09,2481.06,2162.84,2820000.0,2433.11,2766.88,2931.66,2111.42,4230000.0,2777.55,2436.59,2988.52,2163.4,4330000.0,
23-May-21,2101.34,2292.68,2379.89,1739.91,3520000.0,2291.6,2433.09,2481.06,2162.84,2820000.0,2433.11,2766.88,2931.66,2111.42,4230000.0,2777.55,2436.59,2988.52,2163.4,4330000.0,2435.69,3376.22,3434.01,1922.25,6420000.0,
22-May-21,2291.6,2433.09,2481.06,2162.84,2820000.0,2433.11,2766.88,2931.66,2111.42,4230000.0,2777.55,2436.59,2988.52,2163.4,4330000.0,2435.69,3376.22,3434.01,1922.25,6420000.0,3377.55,3280.5,3558.57,3244.93,2300000.0,
21-May-21,2433.11,2766.88,2931.66,2111.42,4230000.0,2777.55,2436.59,2988.52,2163.4,4330000.0,2435.69,3376.22,3434.01,1922.25,6420000.0,3377.55,3280.5,3558.57,3244.93,2300000.0,3279.68,3582.19,3582.27,3130.12,2850000.0,
20-May-21,2777.55,2436.59,2988.52,2163.4,4330000.0,2435.69,3376.22,3434.01,1922.25,6420000.0,3377.55,3280.5,3558.57,3244.93,2300000.0,3279.68,3582.19,3582.27,3130.12,2850000.0,3582.12,3643.67,3877.2,3351.92,2280000.0,
19-May-21,2435.69,3376.22,3434.01,1922.25,6420000.0,3377.55,3280.5,3558.57,3244.93,2300000.0,3279.68,3582.19,3582.27,3130.12,2850000.0,3582.12,3643.67,3877.2,3351.92,2280000.0,3641.65,4074.57,4129.99,3639.12,1940000.0,
18-May-21,3377.55,3280.5,3558.57,3244.93,2300000.0,3279.68,3582.19,3582.27,3130.12,2850000.0,3582.12,3643.67,3877.2,3351.92,2280000.0,3641.65,4074.57,4129.99,3639.12,1940000.0,4075.38,3719.46,4171.76,3694.54,2060000.0,
17-May-21,3279.68,3582.19,3582.27,3130.12,2850000.0,3582.12,3643.67,3877.2,3351.92,2280000.0,3641.65,4074.57,4129.99,3639.12,1940000.0,4075.38,3719.46,4171.76,3694.54,2060000.0,3719.62,3807.5,4031.99,3539.96,3210000.0,
16-May-21,3582.12,3643.67,3877.2,3351.92,2280000.0,3641.65,4074.57,4129.99,3639.12,1940000.0,4075.38,3719.46,4171.76,3694.54,2060000.0,3719.62,3807.5,4031.99,3539.96,3210000.0,3811.77,4173.61,4366.1,3794.15,2780000.0,
15-May-21,3641.65,4074.57,4129.99,3639.12,1940000.0,4075.38,3719.46,4171.76,3694.54,2060000.0,3719.62,3807.5,4031.99,3539.96,3210000.0,3811.77,4173.61,4366.1,3794.15,2780000.0,4167.78,3948.66,4177.53,3781.86,1270000.0,
14-May-21,4075.38,3719.46,4171.76,3694.54,2060000.0,3719.62,3807.5,4031.99,3539.96,3210000.0,3811.77,4173.61,4366.1,3794.15,2780000.0,4167.78,3948.66,4177.53,3781.86,1270000.0,3947.9,3923.48,4203.98,3669.84,2700000.0,
13-May-21,3719.62,3807.5,4031.99,3539.96,3210000.0,3811.77,4173.61,4366.1,3794.15,2780000.0,4167.78,3948.66,4177.53,3781.86,1270000.0,3947.9,3923.48,4203.98,3669.84,2700000.0,3922.23,3905.69,3979.77,3734.44,1940000.0,
12-May-21,3811.77,4173.61,4366.1,3794.15,2780000.0,4167.78,3948.66,4177.53,3781.86,1270000.0,3947.9,3923.48,4203.98,3669.84,2700000.0,3922.23,3905.69,3979.77,3734.44,1940000.0,3905.55,3479.81,3952.88,3453.37,1340000.0,
11-May-21,4167.78,3948.66,4177.53,3781.86,1270000.0,3947.9,3923.48,4203.98,3669.84,2700000.0,3922.23,3905.69,3979.77,3734.44,1940000.0,3905.55,3479.81,3952.88,3453.37,1340000.0,3481.22,3490.83,3583.34,3363.56,1350000.0,
10-May-21,3947.9,3923.48,4203.98,3669.84,2700000.0,3922.23,3905.69,3979.77,3734.44,1940000.0,3905.55,3479.81,3952.88,3453.37,1340000.0,3481.22,3490.83,3583.34,3363.56,1350000.0,3489.52,3522.74,3601.59,3380.6,1510000.0,
9-May-21,3922.23,3905.69,3979.77,3734.44,1940000.0,3905.55,3479.81,3952.88,3453.37,1340000.0,3481.22,3490.83,3583.34,3363.56,1350000.0,3489.52,3522.74,3601.59,3380.6,1510000.0,3522.76,3284.31,3540.78,3228.86,1870000.0,
8-May-21,3905.55,3479.81,3952.88,3453.37,1340000.0,3481.22,3490.83,3583.34,3363.56,1350000.0,3489.52,3522.74,3601.59,3380.6,1510000.0,3522.76,3284.31,3540.78,3228.86,1870000.0,3286.71,3429.48,3516.34,3188.9,2740000.0,
7-May-21,3481.22,3490.83,3583.34,3363.56,1350000.0,3489.52,3522.74,3601.59,3380.6,1510000.0,3522.76,3284.31,3540.78,3228.86,1870000.0,3286.71,3429.48,3516.34,3188.9,2740000.0,3429.37,2950.07,3451.44,2950.07,2320000.0,
6-May-21,3489.52,3522.74,3601.59,3380.6,1510000.0,3522.76,3284.31,3540.78,3228.86,1870000.0,3286.71,3429.48,3516.34,3188.9,2740000.0,3429.37,2950.07,3451.44,2950.07,2320000.0,2950.33,2945.04,2984.52,2854.12,1300000.0,
5-May-21,3522.76,3284.31,3540.78,3228.86,1870000.0,3286.71,3429.48,3516.34,3188.9,2740000.0,3429.37,2950.07,3451.44,2950.07,2320000.0,2950.33,2945.04,2984.52,2854.12,1300000.0,2944.66,2772.27,2951.74,2753.6,1510000.0,
4-May-21,3286.71,3429.48,3516.34,3188.9,2740000.0,3429.37,2950.07,3451.44,2950.07,2320000.0,2950.33,2945.04,2984.52,2854.12,1300000.0,2944.66,2772.27,2951.74,2753.6,1510000.0,2772.78,2757.02,2797.61,2726.03,1520000.0,
3-May-21,3429.37,2950.07,3451.44,2950.07,2320000.0,2950.33,2945.04,2984.52,2854.12,1300000.0,2944.66,2772.27,2951.74,2753.6,1510000.0,2772.78,2757.02,2797.61,2726.03,1520000.0,2757.36,2746.51,2797.52,2670.35,1650000.0,
2-May-21,2950.33,2945.04,2984.52,2854.12,1300000.0,2944.66,2772.27,2951.74,2753.6,1510000.0,2772.78,2757.02,2797.61,2726.03,1520000.0,2757.36,2746.51,2797.52,2670.35,1650000.0,2746.54,2665.83,2759.03,2562.74,1740000.0,
1-May-21,2944.66,2772.27,2951.74,2753.6,1510000.0,2772.78,2757.02,2797.61,2726.03,1520000.0,2757.36,2746.51,2797.52,2670.35,1650000.0,2746.54,2665.83,2759.03,2562.74,1740000.0,2665.24,2531.07,2677.95,2484.44,1450000.0,
30-Apr-21,2772.78,2757.02,2797.61,2726.03,1520000.0,2757.36,2746.51,2797.52,2670.35,1650000.0,2746.54,2665.83,2759.03,2562.74,1740000.0,2665.24,2531.07,2677.95,2484.44,1450000.0,2533.12,2320.63,2539.8,2305.97,1790000.0,
29-Apr-21,2757.36,2746.51,2797.52,2670.35,1650000.0,2746.54,2665.83,2759.03,2562.74,1740000.0,2665.24,2531.07,2677.95,2484.44,1450000.0,2533.12,2320.63,2539.8,2305.97,1790000.0,2316.48,2217.23,2355.2,2169.91,1020000.0,
28-Apr-21,2746.54,2665.83,2759.03,2562.74,1740000.0,2665.24,2531.07,2677.95,2484.44,1450000.0,2533.12,2320.63,2539.8,2305.97,1790000.0,2316.48,2217.23,2355.2,2169.91,1020000.0,2215.93,2367.35,2367.46,2159.6,1610000.0,
27-Apr-21,2665.24,2531.07,2677.95,2484.44,1450000.0,2533.12,2320.63,2539.8,2305.97,1790000.0,2316.48,2217.23,2355.2,2169.91,1020000.0,2215.93,2367.35,2367.46,2159.6,1610000.0,2367.31,2398.95,2440.21,2119.26,3460000.0,
26-Apr-21,2533.12,2320.63,2539.8,2305.97,1790000.0,2316.48,2217.23,2355.2,2169.91,1020000.0,2215.93,2367.35,2367.46,2159.6,1610000.0,2367.31,2398.95,2440.21,2119.26,3460000.0,2401.1,2360.32,2642.99,2313.46,3170000.0,
25-Apr-21,2316.48,2217.23,2355.2,2169.91,1020000.0,2215.93,2367.35,2367.46,2159.6,1610000.0,2367.31,2398.95,2440.21,2119.26,3460000.0,2401.1,2360.32,2642.99,2313.46,3170000.0,2360.81,2331.84,2467.51,2238.15,2100000.0,
24-Apr-21,2215.93,2367.35,2367.46,2159.6,1610000.0,2367.31,2398.95,2440.21,2119.26,3460000.0,2401.1,2360.32,2642.99,2313.46,3170000.0,2360.81,2331.84,2467.51,2238.15,2100000.0,2332.14,2161.06,2345.18,2058.0,1860000.0,
23-Apr-21,2367.31,2398.95,2440.21,2119.26,3460000.0,2401.1,2360.32,2642.99,2313.46,3170000.0,2360.81,2331.84,2467.51,2238.15,2100000.0,2332.14,2161.06,2345.18,2058.0,1860000.0,2160.63,2236.1,2275.87,2081.3,1900000.0,
22-Apr-21,2401.1,2360.32,2642.99,2313.46,3170000.0,2360.81,2331.84,2467.51,2238.15,2100000.0,2332.14,2161.06,2345.18,2058.0,1860000.0,2160.63,2236.1,2275.87,2081.3,1900000.0,2237.17,2317.88,2338.53,1948.93,2760000.0,
21-Apr-21,2360.81,2331.84,2467.51,2238.15,2100000.0,2332.14,2161.06,2345.18,2058.0,1860000.0,2160.63,2236.1,2275.87,2081.3,1900000.0,2237.17,2317.88,2338.53,1948.93,2760000.0,2318.33,2424.12,2493.93,2314.12,1730000.0,
20-Apr-21,2332.14,2161.06,2345.18,2058.0,1860000.0,2160.63,2236.1,2275.87,2081.3,1900000.0,2237.17,2317.88,2338.53,1948.93,2760000.0,2318.33,2424.12,2493.93,2314.12,1730000.0,2423.18,2514.55,2544.54,2302.3,2080000.0,
19-Apr-21,2160.63,2236.1,2275.87,2081.3,1900000.0,2237.17,2317.88,2338.53,1948.93,2760000.0,2318.33,2424.12,2493.93,2314.12,1730000.0,2423.18,2514.55,2544.54,2302.3,2080000.0,2514.22,2432.9,2541.9,2402.75,1910000.0,
18-Apr-21,2237.17,2317.88,2338.53,1948.93,2760000.0,2318.33,2424.12,2493.93,2314.12,1730000.0,2423.18,2514.55,2544.54,2302.3,2080000.0,2514.22,2432.9,2541.9,2402.75,1910000.0,2431.56,2299.25,2445.4,2281.49,2110000.0,
17-Apr-21,2318.33,2424.12,2493.93,2314.12,1730000.0,2423.18,2514.55,2544.54,2302.3,2080000.0,2514.22,2432.9,2541.9,2402.75,1910000.0,2431.56,2299.25,2445.4,2281.49,2110000.0,2299.93,2137.55,2315.47,2136.49,2380000.0,
16-Apr-21,2423.18,2514.55,2544.54,2302.3,2080000.0,2514.22,2432.9,2541.9,2402.75,1910000.0,2431.56,2299.25,2445.4,2281.49,2110000.0,2299.93,2137.55,2315.47,2136.49,2380000.0,2137.81,2150.79,2199.52,2103.73,2160000.0,
15-Apr-21,2514.22,2432.9,2541.9,2402.75,1910000.0,2431.56,2299.25,2445.4,2281.49,2110000.0,2299.93,2137.55,2315.47,2136.49,2380000.0,2137.81,2150.79,2199.52,2103.73,2160000.0,2151.42,2133.89,2164.76,2114.55,1970000.0,
14-Apr-21,2431.56,2299.25,2445.4,2281.49,2110000.0,2299.93,2137.55,2315.47,2136.49,2380000.0,2137.81,2150.79,2199.52,2103.73,2160000.0,2151.42,2133.89,2164.76,2114.55,1970000.0,2133.79,2067.26,2197.73,2058.23,2089999.9999999998,
13-Apr-21,2299.93,2137.55,2315.47,2136.49,2380000.0,2137.81,2150.79,2199.52,2103.73,2160000.0,2151.42,2133.89,2164.76,2114.55,1970000.0,2133.79,2067.26,2197.73,2058.23,2089999.9999999998,2066.93,2080.2,2101.07,2050.39,2470000.0,
12-Apr-21,2137.81,2150.79,2199.52,2103.73,2160000.0,2151.42,2133.89,2164.76,2114.55,1970000.0,2133.79,2067.26,2197.73,2058.23,2089999.9999999998,2066.93,2080.2,2101.07,2050.39,2470000.0,2079.92,1962.44,2084.08,1951.83,1730000.0,
11-Apr-21,2151.42,2133.89,2164.76,2114.55,1970000.0,2133.79,2067.26,2197.73,2058.23,2089999.9999999998,2066.93,2080.2,2101.07,2050.39,2470000.0,2079.92,1962.44,2084.08,1951.83,1730000.0,1961.46,2112.41,2128.25,1939.64,2300000.0,
10-Apr-21,2133.79,2067.26,2197.73,2058.23,2089999.9999999998,2066.93,2080.2,2101.07,2050.39,2470000.0,2079.92,1962.44,2084.08,1951.83,1730000.0,1961.46,2112.41,2128.25,1939.64,2300000.0,2111.53,2108.81,2150.78,2047.48,1930000.0,
9-Apr-21,2066.93,2080.2,2101.07,2050.39,2470000.0,2079.92,1962.44,2084.08,1951.83,1730000.0,1961.46,2112.41,2128.25,1939.64,2300000.0,2111.53,2108.81,2150.78,2047.48,1930000.0,2106.41,2076.14,2127.89,2004.05,2310000.0,
8-Apr-21,2079.92,1962.44,2084.08,1951.83,1730000.0,1961.46,2112.41,2128.25,1939.64,2300000.0,2111.53,2108.81,2150.78,2047.48,1930000.0,2106.41,2076.14,2127.89,2004.05,2310000.0,2075.94,2007.82,2091.31,1982.0,1590000.0,
7-Apr-21,1961.46,2112.41,2128.25,1939.64,2300000.0,2111.53,2108.81,2150.78,2047.48,1930000.0,2106.41,2076.14,2127.89,2004.05,2310000.0,2075.94,2007.82,2091.31,1982.0,1590000.0,2008.59,2134.66,2137.68,2004.4,2009999.9999999998,
6-Apr-21,2111.53,2108.81,2150.78,2047.48,1930000.0,2106.41,2076.14,2127.89,2004.05,2310000.0,2075.94,2007.82,2091.31,1982.0,1590000.0,2008.59,2134.66,2137.68,2004.4,2009999.9999999998,2134.55,1968.12,2144.11,1949.99,2470000.0,
5-Apr-21,2106.41,2076.14,2127.89,2004.05,2310000.0,2075.94,2007.82,2091.31,1982.0,1590000.0,2008.59,2134.66,2137.68,2004.4,2009999.9999999998,2134.55,1968.12,2144.11,1949.99,2470000.0,1967.96,1918.82,1983.84,1897.38,2080000.0,
4-Apr-21,2075.94,2007.82,2091.31,1982.0,1590000.0,2008.59,2134.66,2137.68,2004.4,2009999.9999999998,2134.55,1968.12,2144.11,1949.99,2470000.0,1967.96,1918.82,1983.84,1897.38,2080000.0,1917.99,1841.01,1945.4,1774.66,2590000.0,
3-Apr-21,2008.59,2134.66,2137.68,2004.4,2009999.9999999998,2134.55,1968.12,2144.11,1949.99,2470000.0,1967.96,1918.82,1983.84,1897.38,2080000.0,1917.99,1841.01,1945.4,1774.66,2590000.0,1841.01,1816.92,1857.65,1788.6,3030000.0,
2-Apr-21,2134.55,1968.12,2144.11,1949.99,2470000.0,1967.96,1918.82,1983.84,1897.38,2080000.0,1917.99,1841.01,1945.4,1774.66,2590000.0,1841.01,1816.92,1857.65,1788.6,3030000.0,1816.69,1686.88,1839.41,1678.38,1940000.0,
1-Apr-21,1967.96,1918.82,1983.84,1897.38,2080000.0,1917.99,1841.01,1945.4,1774.66,2590000.0,1841.01,1816.92,1857.65,1788.6,3030000.0,1816.69,1686.88,1839.41,1678.38,1940000.0,1686.8,1712.89,1724.74,1661.92,1310000.0,
31-Mar-21,1917.99,1841.01,1945.4,1774.66,2590000.0,1841.01,1816.92,1857.65,1788.6,3030000.0,1816.69,1686.88,1839.41,1678.38,1940000.0,1686.8,1712.89,1724.74,1661.92,1310000.0,1713.01,1698.68,1731.73,1667.12,1400000.0,
30-Mar-21,1841.01,1816.92,1857.65,1788.6,3030000.0,1816.69,1686.88,1839.41,1678.38,1940000.0,1686.8,1712.89,1724.74,1661.92,1310000.0,1713.01,1698.68,1731.73,1667.12,1400000.0,1698.6,1586.36,1699.27,1586.28,1640000.0,
29-Mar-21,1816.69,1686.88,1839.41,1678.38,1940000.0,1686.8,1712.89,1724.74,1661.92,1310000.0,1713.01,1698.68,1731.73,1667.12,1400000.0,1698.6,1586.36,1699.27,1586.28,1640000.0,1586.54,1582.23,1621.32,1550.11,1540000.0,
28-Mar-21,1686.8,1712.89,1724.74,1661.92,1310000.0,1713.01,1698.68,1731.73,1667.12,1400000.0,1698.6,1586.36,1699.27,1586.28,1640000.0,1586.54,1582.23,1621.32,1550.11,1540000.0,1582.38,1668.42,1739.82,1546.48,1880000.0,
27-Mar-21,1713.01,1698.68,1731.73,1667.12,1400000.0,1698.6,1586.36,1699.27,1586.28,1640000.0,1586.54,1582.23,1621.32,1550.11,1540000.0,1582.38,1668.42,1739.82,1546.48,1880000.0,1667.9,1681.5,1720.01,1654.14,1460000.0,
26-Mar-21,1698.6,1586.36,1699.27,1586.28,1640000.0,1586.54,1582.23,1621.32,1550.11,1540000.0,1582.38,1668.42,1739.82,1546.48,1880000.0,1667.9,1681.5,1720.01,1654.14,1460000.0,1682.37,1783.58,1806.62,1659.28,1580000.0,
25-Mar-21,1586.54,1582.23,1621.32,1550.11,1540000.0,1582.38,1668.42,1739.82,1546.48,1880000.0,1667.9,1681.5,1720.01,1654.14,1460000.0,1682.37,1783.58,1806.62,1659.28,1580000.0,1783.72,1804.6,1815.85,1748.47,1430000.0,
24-Mar-21,1582.38,1668.42,1739.82,1546.48,1880000.0,1667.9,1681.5,1720.01,1654.14,1460000.0,1682.37,1783.58,1806.62,1659.28,1580000.0,1783.72,1804.6,1815.85,1748.47,1430000.0,1804.6,1809.09,1868.09,1801.6,27030.0,
23-Mar-21,1667.9,1681.5,1720.01,1654.14,1460000.0,1682.37,1783.58,1806.62,1659.28,1580000.0,1783.72,1804.6,1815.85,1748.47,1430000.0,1804.6,1809.09,1868.09,1801.6,27030.0,1809.64,1775.87,1848.88,1735.42,1200000.0,
22-Mar-21,1682.37,1783.58,1806.62,1659.28,1580000.0,1783.72,1804.6,1815.85,1748.47,1430000.0,1804.6,1809.09,1868.09,1801.6,27030.0,1809.64,1775.87,1848.88,1735.42,1200000.0,1776.08,1823.72,1849.23,1760.83,1530000.0,
21-Mar-21,1783.72,1804.6,1815.85,1748.47,1430000.0,1804.6,1809.09,1868.09,1801.6,27030.0,1809.64,1775.87,1848.88,1735.42,1200000.0,1776.08,1823.72,1849.23,1760.83,1530000.0,1823.35,1804.56,1837.88,1743.62,1500000.0,
20-Mar-21,1804.6,1809.09,1868.09,1801.6,27030.0,1809.64,1775.87,1848.88,1735.42,1200000.0,1776.08,1823.72,1849.23,1760.83,1530000.0,1823.35,1804.56,1837.88,1743.62,1500000.0,1804.85,1792.08,1817.35,1715.97,1810000.0,
19-Mar-21,1809.64,1775.87,1848.88,1735.42,1200000.0,1776.08,1823.72,1849.23,1760.83,1530000.0,1823.35,1804.56,1837.88,1743.62,1500000.0,1804.85,1792.08,1817.35,1715.97,1810000.0,1792.38,1848.18,1890.59,1745.04,1700000.0,
18-Mar-21,1776.08,1823.72,1849.23,1760.83,1530000.0,1823.35,1804.56,1837.88,1743.62,1500000.0,1804.85,1792.08,1817.35,1715.97,1810000.0,1792.38,1848.18,1890.59,1745.04,1700000.0,1849.06,1921.29,1932.36,1836.78,671560.0,
17-Mar-21,1823.35,1804.56,1837.88,1743.62,1500000.0,1804.85,1792.08,1817.35,1715.97,1810000.0,1792.38,1848.18,1890.59,1745.04,1700000.0,1849.06,1921.29,1932.36,1836.78,671560.0,1921.13,1767.05,1943.36,1730.46,1790000.0,
16-Mar-21,1804.85,1792.08,1817.35,1715.97,1810000.0,1792.38,1848.18,1890.59,1745.04,1700000.0,1849.06,1921.29,1932.36,1836.78,671560.0,1921.13,1767.05,1943.36,1730.46,1790000.0,1766.9,1827.44,1841.19,1723.18,1520000.0,
15-Mar-21,1792.38,1848.18,1890.59,1745.04,1700000.0,1849.06,1921.29,1932.36,1836.78,671560.0,1921.13,1767.05,1943.36,1730.46,1790000.0,1766.9,1827.44,1841.19,1723.18,1520000.0,1825.79,1794.28,1845.32,1729.05,1580000.0,
14-Mar-21,1849.06,1921.29,1932.36,1836.78,671560.0,1921.13,1767.05,1943.36,1730.46,1790000.0,1766.9,1827.44,1841.19,1723.18,1520000.0,1825.79,1794.28,1845.32,1729.05,1580000.0,1794.14,1869.32,1875.98,1759.5,1660000.0,
13-Mar-21,1921.13,1767.05,1943.36,1730.46,1790000.0,1766.9,1827.44,1841.19,1723.18,1520000.0,1825.79,1794.28,1845.32,1729.05,1580000.0,1794.14,1869.32,1875.98,1759.5,1660000.0,1869.1,1831.57,1869.1,1801.29,1580000.0,
12-Mar-21,1766.9,1827.44,1841.19,1723.18,1520000.0,1825.79,1794.28,1845.32,1729.05,1580000.0,1794.14,1869.32,1875.98,1759.5,1660000.0,1869.1,1831.57,1869.1,1801.29,1580000.0,1831.49,1727.17,1841.05,1665.54,1970000.0,
11-Mar-21,1825.79,1794.28,1845.32,1729.05,1580000.0,1794.14,1869.32,1875.98,1759.5,1660000.0,1869.1,1831.57,1869.1,1801.29,1580000.0,1831.49,1727.17,1841.05,1665.54,1970000.0,1728.1,1650.94,1732.84,1634.73,1690000.0,
10-Mar-21,1794.14,1869.32,1875.98,1759.5,1660000.0,1869.1,1831.57,1869.1,1801.29,1580000.0,1831.49,1727.17,1841.05,1665.54,1970000.0,1728.1,1650.94,1732.84,1634.73,1690000.0,1649.19,1530.24,1670.01,1514.62,2069999.9999999998,
